Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,Gamma,RiskProfile
2025-01-01,1014945.5126197067,0.01594551261970656,0.001,0.014945512619706558,1.0,0.005,aggressive
2025-01-02,988372.2911344385,-0.025781919280257082,0.0004000000000000003,-0.026181919280257083,0.40000000000000024,0.005,aggressive
2025-01-03,963363.8532019467,-0.024902649777633346,0.00040000000000000034,-0.025302649777633347,0.40000000000000036,0.005,aggressive
2025-01-06,940533.859404787,-0.023298204703528613,0.0004,-0.023698204703528614,0.4,0.005,aggressive
2025-01-07,916812.8145035024,-0.02472083034447714,0.0005000000000000002,-0.02522083034447714,0.5000000000000002,0.005,aggressive
2025-01-08,897734.4961364879,-0.020509393220955796,0.00030000000000000035,-0.020809393220955798,0.3000000000000004,0.005,aggressive
2025-01-09,876714.2499032613,-0.02341476691108335,2.515389502715029e-09,-0.023414769426472856,2.515389502715029e-06,0.005,aggressive
2025-01-10,855423.4357225457,-0.024049554645366067,0.00023522706436979887,-0.024284781709735866,0.23522706436979887,0.005,aggressive
2025-01-13,866855.199612902,0.013764077386763107,0.00040021171163074287,0.013363865675132364,0.4002117116307429,0.005,aggressive
2025-01-14,877185.3687902513,0.012370594325901596,0.00045376071636416394,0.011916833609537433,0.45376071636416393,0.005,aggressive
2025-01-15,869323.9968456184,-0.008616149795185102,0.000345892008447378,-0.00896204180363248,0.345892008447378,0.005,aggressive
2025-01-16,851660.5329181434,-0.0199697289148012,0.00034889106068270836,-0.02031861997548391,0.34889106068270836,0.005,aggressive
2025-01-17,845632.1375927356,-0.006678857095032575,0.00039954455961735576,-0.007078401654649931,0.3995445596173558,0.005,aggressive
2025-01-20,822097.6906627731,-0.027431545090159104,0.0003990515531498199,-0.027830596643308923,0.3990515531498199,0.005,aggressive
2025-01-21,807554.0079406556,-0.017690942190244474,2.2734508994635107e-12,-0.017690942192517926,2.2734508994635106e-09,0.005,aggressive
2025-01-22,792135.0299620901,-0.018693432535917376,0.0004000000109477636,-0.01909343254686514,0.4000000109477636,0.005,aggressive
2025-01-23,782612.157435522,-0.012020830487482592,9.488384789330953e-07,-0.012021779325961525,0.0009488384789330951,0.005,aggressive
2025-01-24,788415.1984147691,0.007414964007539604,1.825330793632507e-16,0.007414964007539422,1.825330793632507e-13,0.005,aggressive
2025-01-27,791211.2939472857,0.003945527165862606,0.00039905122509113755,0.003546475940771468,0.39905122509113755,0.005,aggressive
2025-01-28,794065.4582395329,0.0036073351253720354,0.0,0.0036073351253720354,0.0,0.005,aggressive
2025-01-29,824473.6939286175,0.03879436902657951,0.0005,0.03829436902657951,0.5,0.005,aggressive
2025-01-30,843123.372655478,0.023120101604448662,0.0004999999999999993,0.02262010160444866,0.4999999999999992,0.005,aggressive
2025-02-01,833984.5649427236,-0.010339229475955669,0.0005000000000000001,-0.01083922947595567,0.5000000000000001,0.005,aggressive
2025-02-03,831686.4210081251,-0.0024556192658750087,0.0003000000000000002,-0.002755619265875009,0.30000000000000016,0.005,aggressive
2025-02-04,796696.6452823281,-0.04167087532267788,0.00039999999999999996,-0.04207087532267788,0.39999999999999997,0.005,aggressive
2025-02-05,777441.4130430226,-0.02376883810585395,0.00040000000000000224,-0.024168838105853952,0.4000000000000022,0.005,aggressive
2025-02-06,763125.8626842309,-0.018413670945002125,0.0,-0.018413670945002125,0.0,0.005,aggressive
2025-02-07,741766.8695611764,-0.027588820936989444,0.0004,-0.027988820936989445,0.4,0.005,aggressive
2025-02-10,723520.1534295615,-0.02459899043807323,0.0,-0.02459899043807323,0.0,0.005,aggressive
2025-02-11,712068.0191982563,-0.015328355543409278,0.0005000000000000008,-0.015828355543409278,0.5000000000000008,0.005,aggressive
2025-02-12,705447.412351646,-0.008797716886744578,0.0004999999999999996,-0.009297716886744578,0.49999999999999956,0.005,aggressive
2025-02-13,698653.143015077,-0.009231149278611683,0.00040000000000000175,-0.009631149278611684,0.40000000000000174,0.005,aggressive
2025-02-14,693663.795548799,-0.006641379833698502,0.0005000000000000011,-0.007141379833698503,0.5000000000000011,0.005,aggressive
2025-02-17,679674.030289411,-0.020167925297683076,8.14379027936809e-09,-0.020167933441473357,8.14379027936809e-06,0.005,aggressive
2025-02-18,669745.5323735093,-0.014107742757844766,0.0004999919406167001,-0.014607734698461466,0.49999194061670005,0.005,aggressive
2025-02-19,660651.8358393939,-0.013077838290146082,0.0004999999999999999,-0.013577838290146083,0.49999999999999994,0.005,aggressive
2025-02-20,633068.4022509556,-0.04135184581662765,0.0004000000000000002,-0.04175184581662765,0.40000000000000013,0.005,aggressive
2025-02-21,613010.0978160008,-0.03158426897897271,9.999193759639398e-05,-0.031684260916569104,0.09999193759639398,0.005,aggressive
