Date,PortfolioValue,GrossReturn,TransactionCost,NetReturn,Turnover,NStocks,Gamma,RiskProfile
2022-01-03,1030976.4388321865,0.03197643883218659,0.001,0.030976438832186592,1.0,10,5.0,conservative
2022-01-10,1036981.7797964201,0.00703418839899328,0.0012092822827721246,0.0058249061162211554,1.2092822827721246,10,5.0,conservative
2022-01-17,972030.6111982778,-0.06105322158823523,0.0015815998363933857,-0.06263482142462862,1.5815998363933859,10,5.0,conservative
2022-01-24,1033554.4594607033,0.06414203679560582,0.0008478899306407224,0.0632941468649651,0.8478899306407224,10,5.0,conservative
2022-02-01,1023245.6112707203,-0.008417148037780375,0.0015570222593146539,-0.00997417029709503,1.5570222593146539,10,5.0,conservative
2022-02-08,1023329.9543155364,0.0014651679841153342,0.001382741004818087,8.242697929724727e-05,1.382741004818087,10,5.0,conservative
2022-02-15,1001227.2012652622,-0.019884125877504877,0.0017147269236503625,-0.02159885280115524,1.7147269236503624,10,5.0,conservative
2022-02-22,984129.853848609,-0.015909887178261584,0.0011665040694462457,-0.01707639124770783,1.1665040694462456,10,5.0,conservative
2022-03-02,982490.3546278878,-0.000707215175183129,0.0009587227234687813,-0.0016659378986519104,0.9587227234687812,10,5.0,conservative
2022-03-09,1031017.7954511404,0.051097184747236124,0.0017049025791003327,0.04939228216813579,1.7049025791003327,10,5.0,conservative
2022-03-16,1042994.0949360778,0.012426519051353946,0.0008105221812930037,0.011615996870060942,0.8105221812930037,10,5.0,conservative
2022-03-24,1046511.9188791272,0.004884238816857289,0.0015114259120392341,0.003372812904818055,1.5114259120392342,10,5.0,conservative
2022-03-31,1062580.824482546,0.016945056856627394,0.0015903291048123681,0.015354727751815025,1.5903291048123682,10,5.0,conservative
2022-04-07,1027783.2993132514,-0.03143675558327075,0.001311365187909401,-0.032748120771180146,1.311365187909401,10,5.0,conservative
2022-04-18,1030788.2103239138,0.004439240508220976,0.0015155590155656311,0.0029236814926553454,1.515559015565631,10,5.0,conservative
2022-04-25,1044273.2709845777,0.014180486295705785,0.0010982056432851737,0.013082280652420612,1.0982056432851737,10,5.0,conservative
2022-05-02,1014395.4437239333,-0.027022463988095824,0.0015886554294054192,-0.028611119417501243,1.5886554294054194,10,5.0,conservative
2022-05-10,1011321.1439013844,-0.0015631803801311461,0.0014674915748441402,-0.0030306719549752863,1.4674915748441402,10,5.0,conservative
2022-05-17,1006503.5181259898,-0.003187827542935895,0.0015758677525164915,-0.004763695295452387,1.5758677525164915,10,5.0,conservative
2022-05-24,1030449.9067479303,0.025318562803297917,0.0015269036677924828,0.023791659135505433,1.5269036677924828,10,5.0,conservative
2022-05-31,1011039.2350800601,-0.017268449742480985,0.001568634467783726,-0.018837084210264712,1.568634467783726,10,5.0,conservative
2022-06-07,973795.8800990487,-0.03541714963197706,0.001419556292756091,-0.036836705924733155,1.419556292756091,10,5.0,conservative
2022-06-14,968301.5761221579,-0.00525801651838087,0.0003841350753720552,-0.005642151593752925,0.3841350753720552,10,5.0,conservative
2022-06-21,966739.8597971337,-0.0006956762778105308,0.0009171645597294723,-0.001612840837540003,0.9171645597294724,10,5.0,conservative
2022-06-28,967031.7625397891,0.0018990643713034938,0.0015971188792486385,0.00030194549205485527,1.5971188792486386,10,5.0,conservative
2022-07-05,998483.0409355127,0.03376752638092495,0.001244004802770505,0.03252352157815445,1.244004802770505,10,5.0,conservative
2022-07-12,1014577.5386756894,0.017074207534859998,0.0009552580080887745,0.016118949526771224,0.9552580080887745,10,5.0,conservative
2022-07-19,1027467.2211649416,0.014410253540063866,0.0017057711344344178,0.012704482405629448,1.7057711344344177,10,5.0,conservative
2022-07-26,1089200.3086876748,0.06135449580692898,0.0012717153044616925,0.060082780502467285,1.2717153044616925,10,5.0,conservative
2022-08-02,1078435.8553260302,-0.008774670094559567,0.0011082258941627864,-0.009882895988722353,1.1082258941627863,10,5.0,conservative
2022-08-10,1108631.6900820695,0.029722277524231844,0.0017226198654917365,0.02799965765874011,1.7226198654917366,10,5.0,conservative
2022-08-18,1088983.97459482,-0.016591521977064927,0.0011309693273240027,-0.01772249130438893,1.1309693273240025,10,5.0,conservative
2022-08-25,1098786.1148248294,0.010646991434704711,0.0016458119328148736,0.009001179501889837,1.6458119328148737,10,5.0,conservative
2022-09-02,1116022.0056497091,0.016820980801800722,0.001134678806960148,0.015686301994840574,1.1346788069601481,10,5.0,conservative
2022-09-09,1106737.3805802271,-0.007596767372015756,0.0007226250973798628,-0.008319392469395618,0.7226250973798628,10,5.0,conservative
2022-09-16,1094212.5497370004,-0.009879334569147025,0.0014375605344232923,-0.011316895103570318,1.4375605344232922,10,5.0,conservative
2022-09-23,1090816.2299792208,-0.002325304054781152,0.0007785899360124445,-0.0031038939907935964,0.7785899360124445,10,5.0,conservative
2022-09-30,1096731.8631453337,0.006831626812169533,0.001408501446473775,0.005423125365695758,1.408501446473775,10,5.0,conservative
2022-10-10,1102501.3897457644,0.006853843785458835,0.001593190024671413,0.005260653760787422,1.593190024671413,10,5.0,conservative
2022-10-17,1118168.4296820331,0.015933464707726275,0.0017230155581958958,0.01421044914953038,1.7230155581958957,10,5.0,conservative
2022-10-24,1137346.3762438628,0.01842459192238488,0.0012733774427531788,0.0171512144796317,1.2733774427531788,10,5.0,conservative
2022-11-01,1133780.9827515667,-0.0019244026638093326,0.0012104325691219778,-0.0031348352329313104,1.210432569121978,10,5.0,conservative
2022-11-09,1152977.57729986,0.01768328499656291,0.000751801014793069,0.01693148398176984,0.7518010147930689,10,5.0,conservative
2022-11-16,1143931.3279992486,-0.006258332524813892,0.0015876563987492695,-0.007845988923563162,1.5876563987492696,10,5.0,conservative
2022-11-23,1163971.10349376,0.018109221616894766,0.0005908837551619467,0.01751833786173282,0.5908837551619467,10,5.0,conservative
2022-11-30,1159168.1827709745,-0.0022100273425512684,0.0019162956463694065,-0.0041263229889206745,1.9162956463694065,10,5.0,conservative
2022-12-07,1166162.4099803488,0.006865633258870796,0.0008318002799024294,0.006033832978968367,0.8318002799024293,10,5.0,conservative
2022-12-14,1144851.8385023458,-0.016756063245062958,0.0015180393118544612,-0.01827410255691742,1.5180393118544613,10,5.0,conservative
2022-12-21,1146742.984320267,0.003227000537408431,0.001575131051488672,0.001651869485919759,1.575131051488672,10,5.0,conservative
2022-12-28,1137844.0111950166,-0.006870918534646719,0.000889297352373007,-0.007760215887019727,0.889297352373007,10,5.0,conservative
2023-01-04,1139444.821104935,0.00301095453721989,0.0016040746009821107,0.0014068799362377791,1.6040746009821105,10,5.0,conservative
2023-01-11,1151727.8523534324,0.01265749553978135,0.0018776569543671271,0.010779838585414222,1.877656954367127,10,5.0,conservative
2023-01-18,1151259.1948212215,0.0012161855054424464,0.0016231024096862012,-0.00040691690424375475,1.6231024096862012,10,5.0,conservative
2023-01-25,1143452.8866733608,-0.0054124195385575335,0.0013682499952679963,-0.00678066953382553,1.3682499952679963,10,5.0,conservative
2023-02-02,1181078.3769688162,0.0339271851098919,0.001022033761751164,0.03290515134814074,1.022033761751164,10,5.0,conservative
2023-02-09,1195191.5065647573,0.013797433659038516,0.0018480746062026294,0.011949359052835886,1.8480746062026294,10,5.0,conservative
2023-02-16,1162827.9988005757,-0.025122851873292662,0.0019552419605577396,-0.027078093833850403,1.9552419605577396,10,5.0,conservative
2023-02-23,1148769.3699731296,-0.011145301947308117,0.0009447310085091754,-0.012090032955817292,0.9447310085091754,10,5.0,conservative
2023-03-02,1152406.099834719,0.004079065984705865,0.0009133044692553657,0.0031657615154504996,0.9133044692553657,10,5.0,conservative
2023-03-10,1140419.0776073313,-0.008748350504774738,0.0016533839437906544,-0.010401734448565392,1.6533839437906543,10,5.0,conservative
2023-03-17,1120638.1896296914,-0.01588212780879683,0.0014631519800518918,-0.017345279788848724,1.4631519800518917,10,5.0,conservative
2023-03-24,1143675.7857013252,0.0224991243288164,0.0019415560745642611,0.02055756825425214,1.9415560745642613,10,5.0,conservative
2023-04-03,1153738.8778009056,0.010420584517947917,0.0016216816947939102,0.008798902823154008,1.6216816947939101,10,5.0,conservative
2023-04-12,1125992.949043955,-0.023173603337107163,0.0008751041224490127,-0.024048707459556177,0.8751041224490127,10,5.0,conservative
2023-04-20,1146621.963693736,0.020025983040566908,0.0017052513989554942,0.018320731641611413,1.7052513989554943,10,5.0,conservative
2023-04-27,1164846.7362327978,0.017209376911397234,0.001315060287326469,0.015894316624070766,1.315060287326469,10,5.0,conservative
2023-05-05,1182652.5653609184,0.016209781970561554,0.0009237974935772012,0.015285984476984354,0.9237974935772013,10,5.0,conservative
2023-05-12,1173390.8567270488,-0.006379831327808394,0.0014514700240329695,-0.007831301351841364,1.4514700240329694,10,5.0,conservative
2023-05-19,1207417.0217623923,0.030615197640261993,0.0016170468192704967,0.028998150820991497,1.6170468192704965,10,5.0,conservative
2023-05-26,1211610.5731943818,0.004606962028558703,0.0011338029158368633,0.0034731591127218396,1.1338029158368632,10,5.0,conservative
2023-06-02,1218939.414747471,0.007516436864950293,0.0014675943447280382,0.006048842520222255,1.4675943447280382,10,5.0,conservative
2023-06-09,1235036.541903916,0.014610508826370383,0.0014046620371926156,0.013205846789177767,1.4046620371926157,10,5.0,conservative
2023-06-16,1227794.7283688725,-0.0049002628015843985,0.0009633803290712016,-0.0058636431306556,0.9633803290712017,10,5.0,conservative
2023-06-23,1264620.0079116847,0.03141120568305911,0.0014181794125077277,0.02999302627055138,1.4181794125077278,10,5.0,conservative
2023-07-03,1265326.1556245694,0.0018448000606841042,0.0012864127914121413,0.0005583872692719628,1.2864127914121413,10,5.0,conservative
2023-07-10,1279418.3384553853,0.012609959352775757,0.0014727653825300849,0.011137193970245672,1.4727653825300848,10,5.0,conservative
2023-07-17,1279936.4349687793,0.0021138580030268805,0.0017089110847113395,0.000404946918315541,1.7089110847113396,10,5.0,conservative
